article,n_candidates,n_picks,cutoff_votes_rel,n_above_cutoff,n_tied_at_cutoff,slots_within_cutoff_tie,cutoff_inclusion_probability,ambiguous_cutoff
/story/2000139384384/rueckschlag-fuer-deutschland-vor-der-wm-wer-soll-die-tore,47,3,9,2,3,1,0.333333333333333,TRUE
/story/2000139383912/federeres-ende-einer-perfekten-reise-ich-wuerde-es-genauso-noch,33,3,30,2,1,1,1,FALSE
/story/2000139379045/federer-verliert-letztes-karriere-match-mit-nadal,73,11,31,10,2,1,0.5,TRUE
/story/2000139386533/8-321-corona-neuinfektionen-in-oesterreich-trend-zeigt-nach-oben,75,5,32,4,2,1,0.5,TRUE
/story/2000139381794/mann-mit-machete-versetzte-gaeste-in-wiener-innenstadtlokal-in-angst,68,3,53,2,1,1,1,FALSE
/story/2000139369925/die-documenta-endet-endlich-was-ist-schief-gelaufen,52,4,23,3,1,1,1,FALSE
/story/2000139366495/jeff-bridges-ueber-seine-rolle-in-the-old-man-altwerden,38,4,22,3,1,1,1,FALSE
/story/2000139378693/fpoe-liess-orf-satiriker-peter-klien-nicht-zum-parteitag-habt,142,10,50,9,1,1,1,FALSE
/story/2000139371976/wie-ein-nerd-die-aegyptischen-hieroglyphen-entzifferte,37,3,31,2,1,1,1,FALSE
/story/2000139024605/absinth-die-gruene-fee-ist-zurueck,96,3,108,2,1,1,1,FALSE
/story/2000139322104/la-tesla-vita-mit-dem-e-auto-nach-italien,92,2,55,1,1,1,1,FALSE
/story/2000139208950/die-schoensten-urlaubsfotos-unserer-userinnen-und-user-der-woche,16,1,17,0,1,1,1,FALSE
/story/2000139363473/putins-furcht-vor-der-schrumpfenden-nation,217,9,86,8,1,1,1,FALSE
/story/2000139367601/italiens-rechte-vor-wahlsieg-deplatzierter-fatalismus,47,2,39,1,1,1,1,FALSE
/story/2000139363676/heilung-fuer-ein-vielgeprueftes-oesterreich,77,2,41,1,1,1,1,FALSE
/story/2000139379169/nach-waldhaeusls-freispruch-gezielte-verunsicherung-junger-fluechtlinge,192,4,117,3,1,1,1,FALSE
/story/2000139366842/oesterreichs-unsympathische-seite,337,7,47,6,1,1,1,FALSE
/story/2000139324005/wie-rechtsradikal-sind-van-der-bellens-rivalen,140,5,33,4,2,1,0.5,TRUE
/story/2000139330307/nukleare-drohungen-teilmobilisierung-broeckelt-putins-macht-oder-ist-er-gefaehrlicher,82,5,19,4,2,1,0.5,TRUE
/story/2000139400679/agenda-austria-knackpunkt-der-kalten-progression-bei-3-150-euro,105,5,31,3,2,2,1,FALSE
/story/2000139394276/eklat-deutscher-energiemanager-begleitet-scheinreferendenwahlbeobachter-bei,62,4,27,3,1,1,1,FALSE
/story/2000139367196/wie-steigende-zinsen-gegen-die-inflation-helfen-sollen,85,4,34,3,1,1,1,FALSE
/story/2000139393347/proteste-im-iran-setzen-sich-fort-gewalt-nimmt-laut-augenzeugen,57,3,50,2,1,1,1,FALSE
/story/2000139394649/social-media-geruechte-um-absetzung-von-chinas-staaatschef-xijinping,144,6,57,4,2,2,1,FALSE
/story/2000139392123/suedkoreanische-armee-nordkorea-feuerte-rakete-ab,18,2,11,1,1,1,1,FALSE
/story/2000139391913/russischer-angriff-auf-odessa-die-drohnen-der-mullahs,131,4,66,3,1,1,1,FALSE
/story/2000139392247/zahl-der-toten-nach-fluechtlingsunglueck-vor-syrien-auf-94-gestiegen,13,1,46,0,1,1,1,FALSE
/story/2000139363652/russland-kennerin-belton-palastrevolte-gegen-putin-ist-moeglich,208,5,78,4,1,1,1,FALSE
/story/2000139357836/italien-vor-den-wahlen-gewinnt-giorgia-meloni-wird-italien-dann,202,3,91,2,1,1,1,FALSE
/story/2000139401086/wahltagsbefragung-neben-der-teuerung-gab-es-in-tirol-kaum-ein,212,7,38,6,1,1,1,FALSE
/story/2000139326631/die-aktuellen-ergebnisse-der-tiroler-landtagswahl,259,7,48,6,1,1,1,FALSE
/story/2000139369387/megaprojekt-im-kaunertal-warum-die-oevp-bei-den-tirol-wahlen,277,5,43,4,1,1,1,FALSE
/story/2000139408409/abstieg-mit-anstand-oesterreich-verliert-gegen-kroatien-13,218,4,75,3,1,1,1,FALSE
/story/2000139402500/vienna-vikings-kroenen-sich-zum-champion-in-der-european-league,65,4,46,3,2,1,0.5,TRUE
/story/2000139393543/eliud-kipchoge-laeuft-in-berlin-marathon-weltrekord,83,4,51,3,1,1,1,FALSE
/story/2000139393051/binder-holt-mit-ktm-in-motegi-platz-zwei-miller-gewinnt,6,2,3,1,1,1,1,FALSE
/story/2000139392522/oesterreich-greift-gegen-kroaten-nach-inoffiziellem-wm-titel,43,3,14,2,1,1,1,FALSE
/story/2000139403263/mehrere-demonstrationen-gegen-iranische-regierung-in-wien,42,3,62,2,1,1,1,FALSE
/story/2000139395165/zwei-frauen-starben-bei-klettertour-in-der-steiermark,48,4,82,3,1,1,1,FALSE
/story/2000139365004/hanno-loewy-kampagne-deutscher-medien-gegen-die-documenta,76,3,26,2,1,1,1,FALSE
/story/2000139373702/von-wegen-rabeneltern-das-bunte-verhalten-der-sozialen-kolkraben,32,4,18,3,1,1,1,FALSE
/story/2000139364864/menschliches-gehoer-funktioniert-anders-als-gedacht,30,3,17,2,1,1,1,FALSE
/story/2000139352678/wir-jungen-das-leben-ein-pfusch,157,6,69,5,1,1,1,FALSE
/story/2000139409100/donnergrollen-ueber-italien,240,4,101,3,1,1,1,FALSE
/story/2000139403661/feiern-im-tiroler-sturzflug,206,7,59,6,1,1,1,FALSE
/story/2000139405760/tirol-wahlein-denkzettel-fuer-die-bundesregierung,91,5,46,4,1,1,1,FALSE
/story/2000139375199/tiroler-landtagswahlen-ich-habe-das-vertrauen-verloren,80,6,37,5,1,1,1,FALSE
/story/2000139435639/schweizer-kuerzen-schweizerinnen-die-pension,169,4,95,3,1,1,1,FALSE
/story/2000139436594/britisches-pfund-stuerzt-weiter-ab,56,1,84,0,1,1,1,FALSE
/story/2000139433520/rechtsruck-kommt-italiens-steuerzahler-teuer-zu-stehen,72,5,34,4,1,1,1,FALSE
/story/2000139376586/us-oekonom-joseph-stiglitz-inflation-resultiert-aus-wirtschaftlichen-flaschenhaelsen,133,3,64,2,1,1,1,FALSE
/story/2000139401981/wenig-anreize-in-oesterreich-fuer-nachtstrom-enthusiasten,82,4,34,3,1,1,1,FALSE
/story/2000139399230/ruf-nach-obergrenze-fuer-vermoegen-zur-rettung-der-demokratie,376,8,52,7,1,1,1,FALSE
/story/2000139437222/mehrheit-der-kubaner-stimmte-fuer-die-homo-ehe,23,1,20,0,1,1,1,FALSE
/story/2000139433639/iran-attackiert-usa-wegen-massenprotesten,46,3,25,2,1,1,1,FALSE
/story/2000139423631/erneute-protestwahl-sorgt-fuer-dramatischen-rechtsruck-in-italien,389,5,87,4,1,1,1,FALSE
/story/2000139419819/deutscher-kanzler-scholz-positiv-auf-corona-getestet,20,3,6,2,1,1,1,FALSE
/story/2000139411336/schweizerinnen-und-schweizer-stimmten-fuer-hoeheres-frauen-pensionsalter,49,5,32,4,1,1,1,FALSE
/story/2000139410367/ernst-dziedzic-spricht-von-gravierenden-menschenrechtsverletzungen-auf-der-balkanroute,76,4,86,3,1,1,1,FALSE
/story/2000139403603/kaum-eine-wahl-bei-putins-scheinabstimmungen-in-der-ukraine,93,5,79,4,1,1,1,FALSE
/story/2000139409354/italien-wahl-giorgia-meloni-sorgt-mit-fratelli-ditalia-fuer-zeitenwende,155,5,47,4,1,1,1,FALSE
/story/2000139437590/fuer-tirols-spoe-koennte-sich-die-tuer-zur-regierung-bald,126,5,26,4,1,1,1,FALSE
/story/2000139418693/volksbegehren-vier-initiativen-bereits-bei-ueber-100-000-unterschriften,249,7,122,5,2,2,1,FALSE
/story/2000139442352/einen-triumph-darf-niemand-feiern-was-die-tirol-wahl-den,83,3,24,2,1,1,1,FALSE
/story/2000139436051/warum-die-wahlumfragen-in-tirol-danebenlagen,198,5,39,4,1,1,1,FALSE
/story/2000139406297/tirol-wahl-die-hochburgen-und-talfahrten-der-parteien,54,4,21,3,1,1,1,FALSE
/story/2000139328517/airpods-pro-2-im-test-man-hoert-kein-rauschen-mehr,72,2,21,1,1,1,1,FALSE
/story/2000139369526/wie-pixel-binning-die-smartphone-fotografie-revolutionieren-soll-und-was,69,3,47,2,1,1,1,FALSE
/story/2000139443870/nach-schach-eklat-carlsen-wirft-niemann-erstmals-konkret-betrug-vor,282,2,160,1,1,1,1,FALSE
/story/2000139426263/oefb-teamchef-rangnick-sieht-viel-licht-und-etwas-schatten,65,2,72,1,1,1,1,FALSE
/story/2000139415326/60-bravouroese-minuten-und-ein-fehlendes-alzerl,84,3,39,2,1,1,1,FALSE
/story/2000139443672/prozessauftakt-um-getoetete-13-jaehrige-in-wien-donaustadt,35,5,49,4,1,1,1,FALSE
/story/2000139432766/stadt-wien-praesentiert-energiesparmassnahmen-eistraum-am-pruefstand,116,5,85,4,1,1,1,FALSE
/story/2000139413072/frau-tot-in-wohnung-aufgefunden-verdaechtiger-gestaendig-u-haft-beantragt,42,4,35,3,1,1,1,FALSE
/story/2000139442200/wanda-keyboarder-christian-hummer-verstorben,83,3,255,2,1,1,1,FALSE
/story/2000139344919/es-gab-schon-mal-eine-bierpartei-marco-pogos-historisches-vorbild,102,5,52,4,1,1,1,FALSE
/story/2000139414278/eine-nur-mit-schall-betriebene-kamera-soll-die-meere-erforschen,19,2,11,0,2,2,1,FALSE
/story/2000139357247/oesterreichs-versaeumnisse-beim-artenschutz,31,6,8,3,3,3,1,FALSE
/story/2000139360479/erste-bilder-des-webb-teleskops-bis-zum-anfang-der-zeit,64,2,123,1,1,1,1,FALSE
/story/2000139416669/ein-hoch-auf-das-sardellenbrot,96,3,59,2,1,1,1,FALSE
/story/2000139371674/wenn-sich-frauen-fuer-ein-leben-ohne-kinder-entscheiden,364,7,90,6,1,1,1,FALSE
/story/2000139309799/welche-mitreisenden-im-flugzeug-am-meisten-nerven,238,6,71,5,1,1,1,FALSE
/story/2000139433579/rechte-abenteuer-mit-giorgia-meloni,164,1,159,0,1,1,1,FALSE
/story/2000139432019/realitaetsverweigerung,159,3,87,2,1,1,1,FALSE
/story/2000139429909/nach-der-landtagswahl-von-den-tirolern-lernen,117,1,41,0,1,1,1,FALSE
/story/2000139404275/droht-ein-massiver-konjunktureinbruch,170,5,55,4,2,1,0.5,TRUE
/story/2000139403286/unruhen-im-iran-der-krug-geht-zum-brunnen,33,2,73,1,1,1,1,FALSE
/story/2000139306681/meri-disoski-nur-pensionssplitting-reicht-nicht,120,2,50,1,1,1,1,FALSE
/story/2000139414412/russischer-ex-offizier-flieht-vor-mobilmachung-es-widert-mich-an,53,3,76,2,1,1,1,FALSE
/story/2000139456506/omv-und-republik-oesterreich-beteiligen-sich-nicht-an-hilfsaktion-jemen,108,5,29,4,1,1,1,FALSE
/story/2000139439930/wie-ein-eu-leitfaden-der-ersatz-riskanter-pestizide-verhindert,39,4,10,3,1,1,1,FALSE
/story/2000139438550/ezb-chefoekonom-lane-loehne-werden-mit-der-inflation-nicht-schritt,644,4,372,3,1,1,1,FALSE
/story/2000139445394/druckprobleme-legen-ostsee-pipelines-nord-stream-1-und-2-lahm,1084,6,92,5,1,1,1,FALSE
/story/2000139416497/mindestens-15-tote-bei-amoklauf-in-schule-im-westen-russlands,79,3,58,2,1,1,1,FALSE
/story/2000139474364/volksbegehren-bargeld-bewegte-mehr-als-rassismus,257,2,126,1,1,1,1,FALSE
/story/2000139472201/alexander-van-der-bellen-ich-fuehle-mich-reifer-als-je,448,3,80,2,1,1,1,FALSE
/story/2000139456483/ermittlungen-gegen-fpoe-politiker-hafenecker-wegen-gefaelschter-covid-zertifikate,349,3,86,2,1,1,1,FALSE
/story/2000139426308/identitaerer-als-fpoe-tuersteher-und-ein-kuessel-mann-als-leibwaechter,401,6,59,5,1,1,1,FALSE
/story/2000139441199/rosenkranz-kandidatur-schlaglicht-auf-politisch-abhaengige-volksanwaltschaft,97,5,23,4,1,1,1,FALSE
/story/2000139434764/zwist-um-frage-ob-minister-totschnig-wirklich-minister-ist,138,5,32,4,1,1,1,FALSE
/story/2000139417763/protokolle-von-eltern-kinder-auf-instagram-zeigen-ja-oder-nein,103,6,15,5,2,1,0.5,TRUE
/story/2000139473183/betrugsvorwuerfe-im-schach-die-phalanx-gegen-niemann-wird-breiter,133,2,77,1,1,1,1,FALSE
/story/2000139427537/gak-ikone-savo-ekmecic-ich-kenne-jeden-fan-persoenlich,42,6,40,5,1,1,1,FALSE
/story/2000139477253/oberoesterreicher-gestand-toetung-von-escort-dame-und-nennt-streit-um,70,6,60,5,1,1,1,FALSE
/story/2000139473996/ominoese-erzaehlungen-zum-prozessstart-im-fall-um-die-getoetete-13,147,5,141,4,1,1,1,FALSE
/story/2000139426496/mehr-als-nur-verkleiden-faszination-cosplay,70,5,37,4,1,1,1,FALSE
/story/2000139405720/liebeskummer-expertin-das-leben-ist-eine-aneinanderreihung-von-trennungen,74,1,54,0,1,1,1,FALSE
/story/2000139456366/prozess-um-getoetete-13-jaehrige-leonie-am-dienstag-in-wien,27,3,51,2,1,1,1,FALSE
/story/2000139449995/bis-zu-150-migranten-harrten-nachts-bei-wiener-hauptbahnhof-aus,185,2,128,1,1,1,1,FALSE
/story/2000139447251/brutaler-tod-junger-frau-anwalt-erhebt-vorwuerfe-gegen-die-polizei,257,4,82,3,1,1,1,FALSE
/story/2000139471198/beliebte-bronzen-hamburg-beschliesst-eigentumsuebertragung-der-benin-bronzen,8,1,20,0,1,1,1,FALSE
/story/2000139344381/daniel-kehlmann-ploetzlich-so-voll-hass-und-so-verunsichert,34,3,17,2,1,1,1,FALSE
/story/2000139445354/hellsehen-mit-walter-rosenkranz-hofburg-anwaerter-bei-martin-thuer-in,103,4,51,3,2,1,0.5,TRUE
/story/2000139448495/gis-abschaffen-364-348-unterstuetzten-volksbegehren-regierung-arbeitet-an-gis,279,4,140,3,1,1,1,FALSE
/story/2000139439823/unsere-fehler-wie-viel-quadratmeter-wasser-verbraucht-ein-heizschwammerl,29,4,18,3,1,1,1,FALSE
/story/2000139409280/das-giftige-erbe-der-maya-das-bis-heute-krank-macht,70,3,79,2,1,1,1,FALSE
/story/2000139420460/heute-nacht-soll-ein-asteroid-aus-seiner-bahn-geschossen-worden,176,3,55,2,1,1,1,FALSE
/story/2000139447625/die-besten-und-die-schlechtesten-airlines-der-welt,66,3,24,2,1,1,1,FALSE
/story/2000139471472/scheitern-der-black-voices-der-ball-liegt-nun-bei-der,349,8,133,7,1,1,1,FALSE
/story/2000139364886/keine-angst-warum-wir-freiraeume-brauchen,38,1,15,0,1,1,1,FALSE
/story/2000139488043/1-3-milliarden-und-keine-heizschwammerln-regierung-fixiert-energiehilfen-fuer,525,6,53,5,1,1,1,FALSE
/story/2000139465140/energiesparen-auf-die-harte-tour-die-naechsten-zwei-jahre-werden,205,6,75,5,1,1,1,FALSE
/story/2000139499396/sohn-des-letzten-schahs-regierung-im-iran-duerfte-bald-gestuerzt,89,4,58,3,1,1,1,FALSE
/story/2000139497876/deutscher-experte-sieht-russland-hinter-anschlag-auf-nord-stream-pipelines,936,4,53,3,1,1,1,FALSE
/story/2000139471690/keine-weggefaehrtinnen-warum-le-pen-und-meloni-nicht-miteinander-koennen,81,7,22,6,1,1,1,FALSE
/story/2000139477516/widerstand-gegen-rekrutierung-in-dagestan,69,5,73,4,1,1,1,FALSE
/story/2000139481229/dominik-wlazny-unverbraucht-und-unabhaengig-in-der-zib2,108,6,53,5,1,1,1,FALSE
/story/2000139484409/deepfakes-eine-neue-aera-der-taeuschung-steht-bevor,59,2,28,0,2,2,1,FALSE
/story/2000139479709/geld-oder-gutschein-das-ewige-kreuz-mit-dem-klimabonus,197,6,31,5,1,1,1,FALSE
/story/2000139510982/grossmeister-cornette-kein-zweifel-niemann-ist-ein-sehr-starker-spieler,77,2,50,1,1,1,1,FALSE
/story/2000139470796/in-der-turnhalle-missbraucht-und-dann-alleingelassen,53,7,22,6,2,1,0.5,TRUE
/story/2000139514096/doch-kein-gestaendnis-am-zweiten-prozesstag-im-fall-der-getoeteten,156,2,181,1,1,1,1,FALSE
/story/2000139329280/krisengewinner-prepping-industriedas-geschaeft-mit-der-unsicherheit,57,6,12,5,1,1,1,FALSE
/story/2000139360418/100-stunden-blackout-ein-selbstversuch,200,7,51,6,1,1,1,FALSE
/story/2000139081168/oesterreicher-tauschen-jaehrlich-zwei-millionen-schilling-in-euro-um,124,5,23,4,1,1,1,FALSE
/story/2000139495471/gis-geraeteabgabe-wuerde-laut-orf-chef-bedeuten-internetanschluss-gebuehrenpflichtig-machen,379,4,129,3,1,1,1,FALSE
/story/2000139466101/richard-david-precht-und-harald-welzer-erregung-ueber-erregte-medien,181,3,61,2,1,1,1,FALSE
/story/2000139481413/couragierter-satiriker-mit-rechercheschwaechedominik-wlazny-in-der-zib-2,570,6,187,5,1,1,1,FALSE
/story/2000139465789/moderate-kaffeetrinker-koennen-sich-ueber-diese-neue-studie-freuen,56,4,17,3,1,1,1,FALSE
/story/2000139443848/wie-kann-das-fliegen-gruener-werden,76,5,17,3,2,2,1,FALSE
/story/2000139458886/peinliche-kindersager-welcher-hat-sie-schon-in-verlegenheit-gebracht,405,4,255,3,1,1,1,FALSE
/story/2000139516425/1-3-milliarden-energiehilfe-fuer-unternehmen-vollkasko-mentalitaet-laesst-gruessen,230,3,72,2,1,1,1,FALSE
/story/2000139469983/rechtspopulisten-das-europa-das-sie-meinen,164,4,27,3,1,1,1,FALSE
/story/2000139465314/putin-einst-und-in-zukunft,134,6,65,5,1,1,1,FALSE
/story/2000139473347/ist-jetzt-der-richtige-zeitpunkt-zu-investieren,50,6,20,5,1,1,1,FALSE
/story/2000139509554/homeoffice-was-bleibt-von-der-neuen-arbeitswelt-nach-der-pandemie,56,3,38,2,1,1,1,FALSE
/story/2000139513538/steigende-zinsen-aufsicht-warnt-kreditnehmer-vor-zu-viel-risiko,83,3,45,2,1,1,1,FALSE
/story/2000139518053/gratistage-oder-widerspruch-letzte-frist-fuer-kunden-von-wien-energie,69,6,20,5,1,1,1,FALSE
/story/2000139551239/putin-eskaliert-mit-annexionen-den-krieg,71,3,37,2,2,1,0.5,TRUE
/story/2000139534747/nord-stream-nato-vermutet-sabotage-kreml-spricht-von-terrorismus,411,2,75,1,1,1,1,FALSE
/story/2000139528636/telefonate-russischer-soldaten-zeigen-chaos-in-armee-und-indizien-fuer,149,5,109,4,1,1,1,FALSE
/story/2000139507133/militaerexperte-servent-putin-koennte-das-kriegsrecht-ausrufen,187,5,77,4,1,1,1,FALSE
/story/2000139468791/es-brodelt-in-russlands-hinterhof,152,4,136,3,1,1,1,FALSE
/story/2000139523833/raffinerie-schwechat-unfall-koennte-sabotage-gewesen-sein,333,4,40,3,1,1,1,FALSE
/story/2000139487807/gruenes-nachwuchstalent-wird-stadtraetin,142,2,71,1,1,1,1,FALSE
/story/2000139518326/marco-pogo-praesidentschafts-punk-in-st-poelten,154,4,74,3,1,1,1,FALSE
/story/2000139528090/edward-snowdens-ehefrau-teilt-akt-und-kinderfotos-im-social-web,239,3,85,2,1,1,1,FALSE
/story/2000139503891/dorfromantik-ein-spiel-wie-ein-urlaub-in-den-bergen,39,4,10,3,1,1,1,FALSE
/story/2000139504106/alexa-siri-und-co-koennten-der-entwicklung-von-kindern-schaden,73,5,17,4,1,1,1,FALSE
/story/2000139555225/schach-weltverband-will-ermittlungen-nach-betrugsvorwuerfen-einleiten,80,4,41,3,1,1,1,FALSE
/story/2000139544500/sport-club-frauen-kicken-fuer-den-guten-zweck,13,2,32,1,1,1,1,FALSE
/story/2000139538045/erster-auf-panini-bild-verewigter-spieler-gestorben,16,3,21,2,1,1,1,FALSE
/story/2000139537389/verletzungs-zahlen-im-spitzenfussball-schnellen-in-die-hoehe,51,3,37,2,1,1,1,FALSE
/story/2000139547155/gruenen-politikerin-darf-nicht-an-lesbian-conference-teilnehmen,171,5,55,4,1,1,1,FALSE
/story/2000139546963/frage-und-antwort-was-hinter-den-grenzkontrollen-zur-slowakei-steckt,93,3,57,2,1,1,1,FALSE
/story/2000139548021/getoetete-13-jaehrige-leonie-hatte-dreifach-toedliche-ecstasy-dosis-im,114,4,118,3,1,1,1,FALSE
/story/2000139533260/lobautunnel-bleibt-trotz-pruefung-weiter-als-teil-der-s1-imstrassengesetz,210,4,38,3,1,1,1,FALSE
/story/2000139521646/us-rapper-coolio-im-alter-von-59-jahren-gestorben,96,4,55,3,1,1,1,FALSE
/story/2000139527438/staudingers-steile-these-bei-milborn-die-cia-stecke-hinter-der,328,5,82,4,1,1,1,FALSE
/story/2000139536238/erstmals-wurde-ein-polarwolf-erfolgreich-geklont,29,4,9,3,2,1,0.5,TRUE
/story/2000139526088/neue-hoffnung-fuer-tiger-population-um-40-prozent-gestiegen,28,3,14,2,1,1,1,FALSE
/story/2000139478096/deutsches-forschungsteam-verkostet-rund-140-jahre-altes-bier,77,4,34,3,1,1,1,FALSE
/story/2000139521354/schoenbrunn-hat-ein-neues-noch-namenloses-koalababy,27,3,13,2,1,1,1,FALSE
/story/2000139148023/radfahren-novelle-mit-fragwuerdigen-verbesserungen,112,6,33,5,1,1,1,FALSE
/story/2000139464286/graue-haare-es-muss-nicht-alles-ein-statement-sein,134,5,54,4,1,1,1,FALSE
/story/2000139577560/kpmg-bescheinigt-der-wien-energie-solide-finanzen,114,2,47,1,1,1,1,FALSE
/story/2000139550600/10-5-prozent-inflation-im-september-schon-zweistellig,457,4,149,3,1,1,1,FALSE
/story/2000139550094/union-auf-sparflamme-wie-europa-seinen-energieverbrauch-zu-drosseln-versucht,159,5,72,4,1,1,1,FALSE
/story/2000139544929/der-gewaltige-flurschaden-von-pekings-null-covid-politik,55,6,28,5,1,1,1,FALSE
/story/2000139590116/selenskyj-reagiert-auf-putins-annexionsversuch-mit-eilantrag-auf-nato-beitritt,331,6,100,5,1,1,1,FALSE
/story/2000139557734/polizei-19-tote-bei-anschlag-auf-bildungseinrichtung-in-kabul,7,1,30,0,1,1,1,FALSE
/story/2000139573447/teilmobilmachung-veraengstigt-laut-umfrage-jeden-zweiten-russen,80,5,15,4,2,1,0.5,TRUE
/story/2000139552288/sorge-vor-moeglicher-pro-kreml-koalition-in-bulgarien,35,1,37,0,2,1,0.5,TRUE
/story/2000139580786/kuessel-kamerad-als-security-mann-bei-van-der-bellen-veranstaltung,192,5,74,4,1,1,1,FALSE
/story/2000139560326/mfg-bundesgeschaeftsfuehrer-gerhard-poettler-tritt-aus-partei-aus,341,4,73,3,1,1,1,FALSE
/story/2000139522832/vor-bundespraesidentenwahl-optimismus-in-oesterreich-auf-bisherigem-tiefststand,165,1,45,0,1,1,1,FALSE
/story/2000139544207/youtube-premium-nie-wieder-moebelhaeuser-und-investmentpunks,291,3,82,2,1,1,1,FALSE
/story/2000139530771/franzoesisches-neonazi-forum-startet-dreckiger-jude-wettbewerb,104,4,78,3,1,1,1,FALSE
/story/2000139586328/trotz-beweisvideo-keine-reue-im-fall-der-getoeteten-13-jaehrigen,207,7,100,6,1,1,1,FALSE
/story/2000139575564/ansturm-auf-die-post-wie-zur-weihnachtszeit,94,5,62,4,1,1,1,FALSE
/story/2000139564583/linz-ermoeglicht-abbiegen-bei-rot-fuer-radfahrende-wien-prueft-zehn,159,5,31,4,1,1,1,FALSE
/story/2000139539746/russland-als-sterbendes-reich-der-geburtsschrei-einer-neuen-welt,46,4,33,3,1,1,1,FALSE
/story/2000139560466/bruce-willis-verkauft-rechte-an-seiner-digitalen-persona,55,4,17,3,1,1,1,FALSE
/story/2000139561284/thurnher-fm4,533,5,120,4,1,1,1,FALSE
/story/2000139569800/oe1-muss-900-000-euro-einsparen-zeit-ton-jazz-radiohund,330,8,141,7,1,1,1,FALSE
/story/2000139559302/abschied-von-the-daily-show-trevor-noah-hoert-auf,33,4,38,3,1,1,1,FALSE
/story/2000139568719/liebeshormon-repariert-herzschaeden,25,3,15,2,1,1,1,FALSE
/story/2000139561381/die-gletscherschmelze-in-oesterreich-hat-sich-heuer-verdoppelt,16,1,6,0,1,1,1,FALSE
/story/2000139516186/warum-zeckenstiche-so-gefaehrlich-sind,81,5,34,4,1,1,1,FALSE
/story/2000139541977/staedte-sind-vom-klimawandel-deutlich-staerker-betroffen-als-das-land,59,3,23,2,1,1,1,FALSE
/story/2000139531107/oelindustrie-setzt-mehr-methan-frei-als-bisher-bekannt-war,81,6,8,5,2,1,0.5,TRUE
/story/2000139571671/oeffi-wear-die-wiener-linien-machen-jetzt-college-mode,92,5,39,4,1,1,1,FALSE
/story/2000139536074/erfinderschicksal-franz-koenigs-heissestes-eisen,28,5,8,2,3,3,1,FALSE
/story/2000139587112/das-ist-die-handschrift-des-kgb,383,4,54,3,1,1,1,FALSE
/story/2000139462065/vorbereitung-auf-den-langen-krieg,123,5,33,4,1,1,1,FALSE
/story/2000139550052/steckt-oesterreich-wieder-in-einer-fluechtlingskrise,180,6,80,5,1,1,1,FALSE
/story/2000139543063/der-schnitt-als-symbol,69,7,40,6,1,1,1,FALSE
/story/2000139560426/putin-ueber-annexion-weil-dies-der-wille-von-millionen-von,82,2,33,1,2,1,0.5,TRUE
/story/2000139537893/protest-und-flucht-russische-buerger-lehnen-sich-auf,57,5,70,4,1,1,1,FALSE
/story/2000139599558/gazprom-gastransit-durch-oesterreich-nach-italien-ausgesetzt,101,3,110,2,1,1,1,FALSE
/story/2000139587359/ktm-fahrrad-chefin-ein-e-bike-ist-umweltfreundlicher-als-ein,151,3,86,2,1,1,1,FALSE
/story/2000139583842/putins-albtraumwaffetom,281,2,148,1,1,1,1,FALSE
/story/2000139573621/mafia-kontakte-und-verhaltensgestoerte-erstaunliche-texte-der-hofburg-kandidaten,231,4,50,2,2,2,1,FALSE
/story/2000139597514/ich-betatsche-frauen-mit-grossen-bruesten-apple-manager-fliegt-nach,208,3,99,2,1,1,1,FALSE
/story/2000139596730/damit-sich-endlich-etwas-aendert-deutscher-handballprofi-outet-sich,15,2,20,1,1,1,1,FALSE
/story/2000139596172/toetung-von-escort-dame-polizei-fuhr-zu-falscher-adresse,118,2,212,1,1,1,1,FALSE
/story/2000139598898/ulrich-seidl-familien-werfen-mir-nichts-mehr-vor,55,3,34,2,1,1,1,FALSE
/story/2000139478562/trinkwasser-so-ausgekluegelt-wie-ein-wuestenkaefer-sammeln,15,2,6,1,1,1,1,FALSE
/story/2000139582348/die-undenkbare-praesidentinsind-das-die-wahlen-die-wir-verdienen,396,2,110,1,1,1,1,FALSE
/story/2000139588419/das-abc-der-herbstlohnrunde,81,4,57,3,1,1,1,FALSE
/story/2000139609746/spanien-macht-ernst-mit-reichensteuer,156,4,113,3,1,1,1,FALSE
/story/2000139609131/bewohner-der-suedukrainischen-region-mykolajiw-das-ist-kein-leben,31,4,111,3,1,1,1,FALSE
/story/2000139606007/kehrtwende-vor-klimagipfel-koenig-charles-handelt-auf-anraten-der-regierung,173,6,56,5,1,1,1,FALSE
/story/2000139606716/karas-in-kiew-wer-die-sanktionen-infrage-stellt-betreibt-putins,235,3,43,2,1,1,1,FALSE
/story/2000139605504/das-erste-ergebnis-der-wahl-im-burgenland,76,3,104,2,1,1,1,FALSE
/story/2000139537698/warum-8k-weniger-dumm-ist-als-es-klingt,332,3,147,2,1,1,1,FALSE
/story/2000139610098/63-haaland-und-foden-in-historischem-manchester-derby-ueberragend,80,4,75,3,1,1,1,FALSE
/story/2000139603368/massenpanik-nach-traenengaseinsatz-mehr-als-hundert-tote-bei-fussballmatch-in,128,3,53,2,1,1,1,FALSE
/story/2000139605228/oesterreichische-triathletinnen-beim-training-in-jordanien-mit-steinen-beworfen,160,7,63,5,2,2,1,FALSE
